,PROP_OBJECT_IDENTIFIER,PROP_OBJECT_NAME,PROP_DESCRIPTION
425,OBJECT_ANALOG_VALUE_3001955,NAE06/FC-1.19-UP-73.Analog Values.AV-12,Zone 1 Temperature Setpoint
426,OBJECT_ANALOG_VALUE_3001956,NAE06/FC-1.19-UP-73.Analog Values.AV-3289,
427,OBJECT_ANALOG_VALUE_3001957,NAE06/FC-1.19-UP-73.Analog Values.AV-27,
428,OBJECT_ANALOG_VALUE_3001958,NAE06/FC-1.19-UP-73.Analog Values.AV-10446,
429,OBJECT_ANALOG_VALUE_3001959,NAE06/FC-1.19-UP-73.Analog Values.AV-10993,Zone 1 Damper Max
430,OBJECT_ANALOG_VALUE_3001973,NAE06/FC-1.19-UP-74.Analog Values.AV-12,Zone 1 Temperature Setpoint
431,OBJECT_ANALOG_VALUE_3001974,NAE06/FC-1.19-UP-74.Analog Values.AV-3289,
432,OBJECT_ANALOG_VALUE_3001975,NAE06/FC-1.19-UP-74.Analog Values.AV-27,
433,OBJECT_ANALOG_VALUE_3001976,NAE06/FC-1.19-UP-74.Analog Values.AV-10446,
434,OBJECT_ANALOG_VALUE_3001977,NAE06/FC-1.19-UP-74.Analog Values.AV-10993,Zone 1 Damper Max
435,OBJECT_ANALOG_VALUE_3001989,NAE06/FC-1.19-UP-75.Analog Values.AV-12,Zone 1 Temperature Setpoint
436,OBJECT_ANALOG_VALUE_3001990,NAE06/FC-1.19-UP-75.Analog Values.AV-3289,
437,OBJECT_ANALOG_VALUE_3001991,NAE06/FC-1.19-UP-75.Analog Values.AV-27,
438,OBJECT_ANALOG_VALUE_3001992,NAE06/FC-1.19-UP-75.Analog Values.AV-10377,Radiation Htg Minimum Position
439,OBJECT_ANALOG_VALUE_3001993,NAE06/FC-1.19-UP-75.Analog Values.AV-10446,
440,OBJECT_ANALOG_VALUE_3001994,NAE06/FC-1.19-UP-75.Analog Values.AV-10993,Zone 1 Damper Max
441,OBJECT_ANALOG_VALUE_3002006,NAE06/FC-1.19-UP-76.Analog Values.AV-12,Zone 1 Temperature Setpoint
442,OBJECT_ANALOG_VALUE_3002007,NAE06/FC-1.19-UP-76.Analog Values.AV-3289,
443,OBJECT_ANALOG_VALUE_3002008,NAE06/FC-1.19-UP-76.Analog Values.AV-27,
444,OBJECT_ANALOG_VALUE_3002009,NAE06/FC-1.19-UP-76.Analog Values.AV-10377,Radiation Htg Minimum Position
445,OBJECT_ANALOG_VALUE_3002010,NAE06/FC-1.19-UP-76.Analog Values.AV-10446,
446,OBJECT_ANALOG_VALUE_3002011,NAE06/FC-1.19-UP-76.Analog Values.AV-10993,Zone 1 Damper Max
447,OBJECT_ANALOG_VALUE_3002023,NAE06/FC-1.19-UP-77.Analog Values.AV-12,Zone 1 Temperature Setpoint
448,OBJECT_ANALOG_VALUE_3002024,NAE06/FC-1.19-UP-77.Analog Values.AV-3289,
449,OBJECT_ANALOG_VALUE_3002025,NAE06/FC-1.19-UP-77.Analog Values.AV-27,
450,OBJECT_ANALOG_VALUE_3002026,NAE06/FC-1.19-UP-77.Analog Values.AV-10377,Radiation Htg Minimum Position
451,OBJECT_ANALOG_VALUE_3002027,NAE06/FC-1.19-UP-77.Analog Values.AV-10446,
452,OBJECT_ANALOG_VALUE_3002028,NAE06/FC-1.19-UP-77.Analog Values.AV-10993,Zone 1 Damper Max
453,OBJECT_ANALOG_VALUE_3002061,NAE06/FC-1.19-UP-79.CLGOCC-SP,Occupied Cooling Setpoint
454,OBJECT_ANALOG_VALUE_3002062,NAE06/FC-1.19-UP-79.WC-ADJ,Setpoint Offset
455,OBJECT_ANALOG_VALUE_3002067,NAE06/FC-1.19-UP-79.EFF-ZNT,Operational Space Temperature
456,OBJECT_ANALOG_VALUE_3002071,NAE06/FC-1.19-UP-79.CLGPID-%,Cool/Dehum PID Cmd
457,OBJECT_ANALOG_VALUE_3002079,NAE06/FC-1.19-FCU-80.CLGOCC-SP,Occupied Cooling Setpoint
458,OBJECT_ANALOG_VALUE_3002080,NAE06/FC-1.19-FCU-80.WC-ADJ,Setpoint Offset
459,OBJECT_ANALOG_VALUE_3002086,NAE06/FC-1.19-FCU-80.EFF-ZNT,Operational Space Temperature
460,OBJECT_ANALOG_VALUE_3002088,NAE06/FC-1.19-FCU-80.CLGPID-%,Cool/Dehum PID Cmd
461,OBJECT_ANALOG_VALUE_3002104,NAE06/FC-1.NAE6-T1-FEC48.ZN1-T,Zone 1 Temperature
462,OBJECT_ANALOG_VALUE_3002120,NAE06/FC-1.19-FCU-78.CLGOCC-SP,Occupied Cooling Setpoint
463,OBJECT_ANALOG_VALUE_3002121,NAE06/FC-1.19-FCU-78.CLGUNOCC-SP,Unoccupied Cooling Setpoint
464,OBJECT_ANALOG_VALUE_3002122,NAE06/FC-1.19-FCU-78.CLGSTBY-SP,Standby Cooling Setpoint
465,OBJECT_ANALOG_VALUE_3002123,NAE06/FC-1.19-FCU-78.EFF-ZNT,Operational Space Temperature
466,OBJECT_ANALOG_VALUE_3002262,NAE06/FC-1.NAE6-T1-FEC57.2DAT RST ZNT MAX,CS Input (Float)
467,OBJECT_ANALOG_VALUE_3002263,NAE06/FC-1.NAE6-T1-FEC57.2DAT RST ZNT MIN,CS Input (Float)
468,OBJECT_ANALOG_VALUE_3002264,NAE06/FC-1.NAE6-T1-FEC57.1DAT RST OAT MIN,CS Input (Float)
469,OBJECT_ANALOG_VALUE_3002265,NAE06/FC-1.NAE6-T1-FEC57.1DAT CLG-MAX OAT RST,CS Input (Float)
470,OBJECT_ANALOG_VALUE_3002266,NAE06/FC-1.NAE6-T1-FEC57.1DAT RST OAT MAX,CS Input (Float)
471,OBJECT_ANALOG_VALUE_3002267,NAE06/FC-1.NAE6-T1-FEC57.1DAT CLG-MIN OAT RST,CS Input (Float)
472,OBJECT_ANALOG_VALUE_3002268,NAE06/FC-1.NAE6-T1-FEC57.MIAFLOW-SP,CS Input (Float)
473,OBJECT_ANALOG_VALUE_3002269,NAE06/FC-1.NAE6-T1-FEC57.2DAT CLG-MAX ZNT RST,CS Input (Float)
474,OBJECT_ANALOG_VALUE_3002270,NAE06/FC-1.NAE6-T1-FEC57.2DAT CLG-MIN ZNT RST,CS Input (Float)
475,OBJECT_ANALOG_VALUE_3002272,NAE06/FC-1.NAE6-T1-FEC57.OA-T,CS Input (Float)
476,OBJECT_ANALOG_VALUE_3002273,NAE06/FC-1.NAE6-T1-FEC57.Min CO2 RST,CS Input (Float)
477,OBJECT_ANALOG_VALUE_3002279,NAE06/FC-1.NAE6-T1-FEC57.DAT-SP-RAT,Output (Float)
478,OBJECT_ANALOG_VALUE_3002280,NAE06/FC-1.NAE6-T1-FEC57.DAT-SP-OAT,Output (Float)
479,OBJECT_ANALOG_VALUE_3002283,NAE06/FC-1.NAE6-T1-FEC57.Discharge Air Setpoint Calculat,Discharge Air Setpoint
480,OBJECT_ANALOG_VALUE_3002284,NAE06/FC-1.NAE6-T1-FEC57.RAT-SP,CS Input (Float)
481,OBJECT_ANALOG_VALUE_3002285,NAE06/FC-1.NAE6-T1-FEC57.Eff OA Flow Setpoint,Output (Float)
482,OBJECT_ANALOG_VALUE_3002286,NAE06/FC-1.NAE6-T1-FEC44.2DAT RST ZNT MAX,CS Input (Float)
483,OBJECT_ANALOG_VALUE_3002287,NAE06/FC-1.NAE6-T1-FEC44.2DAT RST ZNT MIN,CS Input (Float)
484,OBJECT_ANALOG_VALUE_3002288,NAE06/FC-1.NAE6-T1-FEC44.1DAT RST OAT MIN,CS Input (Float)
485,OBJECT_ANALOG_VALUE_3002289,NAE06/FC-1.NAE6-T1-FEC44.1DAT CLG-MAX OAT RST,CS Input (Float)
486,OBJECT_ANALOG_VALUE_3002290,NAE06/FC-1.NAE6-T1-FEC44.1DAT RST OAT MAX,CS Input (Float)
487,OBJECT_ANALOG_VALUE_3002291,NAE06/FC-1.NAE6-T1-FEC44.1DAT CLG-MIN OAT RST,CS Input (Float)
488,OBJECT_ANALOG_VALUE_3002292,NAE06/FC-1.NAE6-T1-FEC44.MIAFLOW-SP,CS Input (Float)
489,OBJECT_ANALOG_VALUE_3002293,NAE06/FC-1.NAE6-T1-FEC44.2DAT CLG-MAX ZNT RST,CS Input (Float)
490,OBJECT_ANALOG_VALUE_3002294,NAE06/FC-1.NAE6-T1-FEC44.2DAT CLG-MIN ZNT RST,CS Input (Float)
491,OBJECT_ANALOG_VALUE_3002296,NAE06/FC-1.NAE6-T1-FEC44.OA-T,CS Input (Float)
492,OBJECT_ANALOG_VALUE_3002297,NAE06/FC-1.NAE6-T1-FEC44.Min CO2 RST,CS Input (Float)
493,OBJECT_ANALOG_VALUE_3002301,NAE06/FC-1.NAE6-T1-FEC44.DAT-SP-RAT,Output (Float)
494,OBJECT_ANALOG_VALUE_3002302,NAE06/FC-1.NAE6-T1-FEC44.DAT-SP-OAT,Output (Float)
495,OBJECT_ANALOG_VALUE_3002305,NAE06/FC-1.NAE6-T1-FEC44.Discharge Air Setpoint Calculat,Discharge Air Setpoint
496,OBJECT_ANALOG_VALUE_3002306,NAE06/FC-1.NAE6-T1-FEC44.RAT-SP,CS Input (Float)
497,OBJECT_ANALOG_VALUE_3002307,NAE06/FC-1.NAE6-T1-FEC44.Eff OA Flow Setpoint,Output (Float)
498,OBJECT_BINARY_INPUT_3000017,NAE06/FC-1.NAE6-T1-FEC57.HT-A,High Temperature Alarm
499,OBJECT_BINARY_INPUT_3000020,NAE06/FC-1.NAE6-T1-FEC57.SF-S,Supply Fan Status
500,OBJECT_BINARY_INPUT_3000042,NAE06/FC-1.NAE6-T1-FEC57.CULEAK-A,Compartment Unit Leak Alarm
501,OBJECT_BINARY_INPUT_3000044,NAE06/FC-1.NAE6-T1-FEC57.OAD-ES,OA Damper End Switch
502,OBJECT_BINARY_INPUT_3000045,NAE06/FC-1.NAE6-T1-FEC57.PFILT-S,PreFilter Status
503,OBJECT_BINARY_INPUT_3000265,NAE06/FC-1.NAE6-T1-FEC44.HT-A,High Temperature Alarm
504,OBJECT_BINARY_INPUT_3000268,NAE06/FC-1.NAE6-T1-FEC44.SF-S,Supply Fan Status
505,OBJECT_BINARY_INPUT_3000290,NAE06/FC-1.NAE6-T1-FEC44.CULEAK-A,Compartment Unit Leak Alarm
506,OBJECT_BINARY_INPUT_3000292,NAE06/FC-1.NAE6-T1-FEC44.OAD-ES,OA Damper End Switch
507,OBJECT_BINARY_INPUT_3000293,NAE06/FC-1.NAE6-T1-FEC44.PFILT-S,PreFilter Status
508,OBJECT_BINARY_INPUT_3000555,NAE06/FC-1.19-UP-40.Leak Detector-A,Moisture Detector 1 Alarm
509,OBJECT_BINARY_INPUT_3000607,NAE06/FC-1.20-UP-36.Leak Detector-A,Moisture Detector 1 Alarm
510,OBJECT_BINARY_INPUT_3002056,NAE06/FC-1.19-UP-79.BI1-S,BI1 Sensor
511,OBJECT_BINARY_INPUT_3002074,NAE06/FC-1.19-FCU-80.BI1-S,BI1 Sensor
512,OBJECT_BINARY_INPUT_3002116,NAE06/FC-1.19-FCU-78.BI1-S,BI1 Sensor
513,OBJECT_BINARY_OUTPUT_3000019,NAE06/FC-1.NAE6-T1-FEC57.SF-C,Supply Fan Command
514,OBJECT_BINARY_OUTPUT_3000267,NAE06/FC-1.NAE6-T1-FEC44.SF-C,Supply Fan Command
515,OBJECT_BINARY_OUTPUT_3002055,NAE06/FC-1.19-UP-79.FANL-C,BO2 Command
516,OBJECT_BINARY_OUTPUT_3002073,NAE06/FC-1.19-FCU-80.FANL-C,BO2 Command
517,OBJECT_BINARY_OUTPUT_3002113,NAE06/FC-1.19-FCU-78.FANH-C,BO4 Command
518,OBJECT_BINARY_OUTPUT_3002114,NAE06/FC-1.19-FCU-78.FANM-C,BO3 Command
519,OBJECT_BINARY_OUTPUT_3002115,NAE06/FC-1.19-FCU-78.FANL-C,BO2 Command
520,OBJECT_BINARY_VALUE_3000054,NAE06/FC-1.NAE6-T1-FEC57.CLG-EN,Cooling isAvailable
521,OBJECT_BINARY_VALUE_3000055,NAE06/FC-1.NAE6-T1-FEC57.TUNING-RESET,Application Tuning Reset
522,OBJECT_BINARY_VALUE_3000070,NAE06/FC-1.NAE6-T1-FEC58.HTG-EN,Heating isAvailable
523,OBJECT_BINARY_VALUE_3000072,NAE06/FC-1.NAE6-T1-FEC58.CLG-EN,Cooling isAvailable
524,OBJECT_BINARY_VALUE_3000074,NAE06/FC-1.NAE6-T1-FEC58.TUNING-RESET,Application Tuning Reset
525,OBJECT_BINARY_VALUE_3000088,NAE06/FC-1.NAE6-T1-FEC59.HTG-EN,Heating isAvailable
526,OBJECT_BINARY_VALUE_3000090,NAE06/FC-1.NAE6-T1-FEC59.CLG-EN,Cooling isAvailable
527,OBJECT_BINARY_VALUE_3000092,NAE06/FC-1.NAE6-T1-FEC59.TUNING-RESET,Application Tuning Reset
528,OBJECT_BINARY_VALUE_3000106,NAE06/FC-1.NAE6-T1-FEC60.HTG-EN,Heating isAvailable
529,OBJECT_BINARY_VALUE_3000108,NAE06/FC-1.NAE6-T1-FEC60.CLG-EN,Cooling isAvailable
530,OBJECT_BINARY_VALUE_3000110,NAE06/FC-1.NAE6-T1-FEC60.TUNING-RESET,Application Tuning Reset
531,OBJECT_BINARY_VALUE_3000124,NAE06/FC-1.NAE6-T1-FEC61.HTG-EN,Heating isAvailable
532,OBJECT_BINARY_VALUE_3000126,NAE06/FC-1.NAE6-T1-FEC61.CLG-EN,Cooling isAvailable
533,OBJECT_BINARY_VALUE_3000128,NAE06/FC-1.NAE6-T1-FEC61.TUNING-RESET,Application Tuning Reset
534,OBJECT_BINARY_VALUE_3000142,NAE06/FC-1.NAE6-T1-FEC62.HTG-EN,Heating isAvailable
535,OBJECT_BINARY_VALUE_3000144,NAE06/FC-1.NAE6-T1-FEC62.CLG-EN,Cooling isAvailable
536,OBJECT_BINARY_VALUE_3000146,NAE06/FC-1.NAE6-T1-FEC62.TUNING-RESET,Application Tuning Reset
537,OBJECT_BINARY_VALUE_3000160,NAE06/FC-1.NAE6-T1-FEC63.HTG-EN,Heating isAvailable
538,OBJECT_BINARY_VALUE_3000162,NAE06/FC-1.NAE6-T1-FEC63.CLG-EN,Cooling isAvailable
539,OBJECT_BINARY_VALUE_3000164,NAE06/FC-1.NAE6-T1-FEC63.TUNING-RESET,Application Tuning Reset
540,OBJECT_BINARY_VALUE_3000178,NAE06/FC-1.NAE6-T1-FEC64.HTG-EN,Heating isAvailable
541,OBJECT_BINARY_VALUE_3000180,NAE06/FC-1.NAE6-T1-FEC64.CLG-EN,Cooling isAvailable
542,OBJECT_BINARY_VALUE_3000182,NAE06/FC-1.NAE6-T1-FEC64.TUNING-RESET,Application Tuning Reset
543,OBJECT_BINARY_VALUE_3000196,NAE06/FC-1.NAE6-T1-FEC65.HTG-EN,Heating isAvailable
544,OBJECT_BINARY_VALUE_3000198,NAE06/FC-1.NAE6-T1-FEC65.CLG-EN,Cooling isAvailable
545,OBJECT_BINARY_VALUE_3000200,NAE06/FC-1.NAE6-T1-FEC65.TUNING-RESET,Application Tuning Reset
546,OBJECT_BINARY_VALUE_3000214,NAE06/FC-1.NAE6-T1-FEC66.HTG-EN,Heating isAvailable
547,OBJECT_BINARY_VALUE_3000216,NAE06/FC-1.NAE6-T1-FEC66.CLG-EN,Cooling isAvailable
548,OBJECT_BINARY_VALUE_3000218,NAE06/FC-1.NAE6-T1-FEC66.TUNING-RESET,Application Tuning Reset
549,OBJECT_BINARY_VALUE_3000232,NAE06/FC-1.NAE6-T1-FEC67.HTG-EN,Heating isAvailable
550,OBJECT_BINARY_VALUE_3000234,NAE06/FC-1.NAE6-T1-FEC67.CLG-EN,Cooling isAvailable
551,OBJECT_BINARY_VALUE_3000236,NAE06/FC-1.NAE6-T1-FEC67.TUNING-RESET,Application Tuning Reset
552,OBJECT_BINARY_VALUE_3000250,NAE06/FC-1.NAE6-T1-FEC68.HTG-EN,Heating isAvailable
553,OBJECT_BINARY_VALUE_3000252,NAE06/FC-1.NAE6-T1-FEC68.CLG-EN,Cooling isAvailable
554,OBJECT_BINARY_VALUE_3000254,NAE06/FC-1.NAE6-T1-FEC68.TUNING-RESET,Application Tuning Reset
555,OBJECT_BINARY_VALUE_3000302,NAE06/FC-1.NAE6-T1-FEC44.CLG-EN,Cooling isAvailable
556,OBJECT_BINARY_VALUE_3000303,NAE06/FC-1.NAE6-T1-FEC44.TUNING-RESET,Application Tuning Reset
557,OBJECT_BINARY_VALUE_3000318,NAE06/FC-1.NAE6-T1-FEC45.HTG-EN,Heating isAvailable
558,OBJECT_BINARY_VALUE_3000320,NAE06/FC-1.NAE6-T1-FEC45.CLG-EN,Cooling isAvailable
559,OBJECT_BINARY_VALUE_3000322,NAE06/FC-1.NAE6-T1-FEC45.TUNING-RESET,Application Tuning Reset
560,OBJECT_BINARY_VALUE_3000336,NAE06/FC-1.NAE6-T1-FEC46.HTG-EN,Heating isAvailable
561,OBJECT_BINARY_VALUE_3000338,NAE06/FC-1.NAE6-T1-FEC46.CLG-EN,Cooling isAvailable
562,OBJECT_BINARY_VALUE_3000340,NAE06/FC-1.NAE6-T1-FEC46.TUNING-RESET,Application Tuning Reset
563,OBJECT_BINARY_VALUE_3000354,NAE06/FC-1.NAE6-T1-FEC47.HTG-EN,Heating isAvailable
564,OBJECT_BINARY_VALUE_3000356,NAE06/FC-1.NAE6-T1-FEC47.CLG-EN,Cooling isAvailable
565,OBJECT_BINARY_VALUE_3000358,NAE06/FC-1.NAE6-T1-FEC47.TUNING-RESET,Application Tuning Reset
566,OBJECT_BINARY_VALUE_3000372,NAE06/FC-1.NAE6-T1-FEC48.HTG-EN,Heating isAvailable
567,OBJECT_BINARY_VALUE_3000374,NAE06/FC-1.NAE6-T1-FEC48.CLG-EN,Cooling isAvailable
568,OBJECT_BINARY_VALUE_3000376,NAE06/FC-1.NAE6-T1-FEC48.TUNING-RESET,Application Tuning Reset
569,OBJECT_BINARY_VALUE_3000390,NAE06/FC-1.NAE6-T1-FEC49.HTG-EN,Heating isAvailable
570,OBJECT_BINARY_VALUE_3000392,NAE06/FC-1.NAE6-T1-FEC49.CLG-EN,Cooling isAvailable
571,OBJECT_BINARY_VALUE_3000394,NAE06/FC-1.NAE6-T1-FEC49.TUNING-RESET,Application Tuning Reset
572,OBJECT_BINARY_VALUE_3000408,NAE06/FC-1.NAE6-T1-FEC50.HTG-EN,Heating isAvailable
573,OBJECT_BINARY_VALUE_3000410,NAE06/FC-1.NAE6-T1-FEC50.CLG-EN,Cooling isAvailable
574,OBJECT_BINARY_VALUE_3000412,NAE06/FC-1.NAE6-T1-FEC50.TUNING-RESET,Application Tuning Reset
575,OBJECT_BINARY_VALUE_3000426,NAE06/FC-1.NAE6-T1-FEC51.HTG-EN,Heating isAvailable
576,OBJECT_BINARY_VALUE_3000428,NAE06/FC-1.NAE6-T1-FEC51.CLG-EN,Cooling isAvailable
577,OBJECT_BINARY_VALUE_3000430,NAE06/FC-1.NAE6-T1-FEC51.TUNING-RESET,Application Tuning Reset
578,OBJECT_BINARY_VALUE_3000444,NAE06/FC-1.NAE6-T1-FEC52.HTG-EN,Heating isAvailable
579,OBJECT_BINARY_VALUE_3000446,NAE06/FC-1.NAE6-T1-FEC52.CLG-EN,Cooling isAvailable
580,OBJECT_BINARY_VALUE_3000448,NAE06/FC-1.NAE6-T1-FEC52.TUNING-RESET,Application Tuning Reset
581,OBJECT_BINARY_VALUE_3000462,NAE06/FC-1.NAE6-T1-FEC53.HTG-EN,Heating isAvailable
582,OBJECT_BINARY_VALUE_3000464,NAE06/FC-1.NAE6-T1-FEC53.CLG-EN,Cooling isAvailable
583,OBJECT_BINARY_VALUE_3000466,NAE06/FC-1.NAE6-T1-FEC53.TUNING-RESET,Application Tuning Reset
584,OBJECT_BINARY_VALUE_3000480,NAE06/FC-1.NAE6-T1-FEC54.HTG-EN,Heating isAvailable
585,OBJECT_BINARY_VALUE_3000482,NAE06/FC-1.NAE6-T1-FEC54.CLG-EN,Cooling isAvailable
586,OBJECT_BINARY_VALUE_3000484,NAE06/FC-1.NAE6-T1-FEC54.TUNING-RESET,Application Tuning Reset
587,OBJECT_BINARY_VALUE_3000498,NAE06/FC-1.NAE6-T1-FEC55.HTG-EN,Heating isAvailable
588,OBJECT_BINARY_VALUE_3000500,NAE06/FC-1.NAE6-T1-FEC55.CLG-EN,Cooling isAvailable
589,OBJECT_BINARY_VALUE_3000502,NAE06/FC-1.NAE6-T1-FEC55.TUNING-RESET,Application Tuning Reset
590,OBJECT_BINARY_VALUE_3000507,NAE06/FC-1.NAE6-T1-VMA43.AUTOCAL-C,Autocalibrate
591,OBJECT_BINARY_VALUE_3000515,NAE06/FC-1.NAE6-T1-VMA56.AUTOCAL-C,Autocalibrate
592,OBJECT_BINARY_VALUE_3000535,NAE06/FC-1.20-UP-37.CO2 TUNING-RESET,Application Tuning Reset
593,OBJECT_BINARY_VALUE_3000573,NAE06/FC-1.19-UP-42.CO2 TUNING-RESET,Application Tuning Reset
594,OBJECT_BINARY_VALUE_3000605,NAE06/FC-1.20-UP-36.CO2 TUNING-RESET,Application Tuning Reset
595,OBJECT_BINARY_VALUE_3001918,NAE06/FC-1.19-UP-71.Binary Values.BV-769,
596,OBJECT_BINARY_VALUE_3001919,NAE06/FC-1.19-UP-71.Binary Values.BV-14,
597,OBJECT_BINARY_VALUE_3001941,NAE06/FC-1.19-UP-72.Binary Values.BV-769,
598,OBJECT_BINARY_VALUE_3001952,NAE06/FC-1.19-UP-73.Binary Values.BV-769,
599,OBJECT_BINARY_VALUE_3001953,NAE06/FC-1.19-UP-73.Binary Values.BV-14,
600,OBJECT_BINARY_VALUE_3001967,NAE06/FC-1.19-UP-72.Binary Values.BV-14,
601,OBJECT_BINARY_VALUE_3001970,NAE06/FC-1.19-UP-74.Binary Values.BV-769,
602,OBJECT_BINARY_VALUE_3001971,NAE06/FC-1.19-UP-74.Binary Values.BV-14,
603,OBJECT_BINARY_VALUE_3001986,NAE06/FC-1.19-UP-75.Binary Values.BV-769,
604,OBJECT_BINARY_VALUE_3001987,NAE06/FC-1.19-UP-75.Binary Values.BV-14,
605,OBJECT_BINARY_VALUE_3002003,NAE06/FC-1.19-UP-76.Binary Values.BV-769,
606,OBJECT_BINARY_VALUE_3002004,NAE06/FC-1.19-UP-76.Binary Values.BV-14,
607,OBJECT_BINARY_VALUE_3002020,NAE06/FC-1.19-UP-77.Binary Values.BV-769,
608,OBJECT_BINARY_VALUE_3002021,NAE06/FC-1.19-UP-77.Binary Values.BV-14,
609,OBJECT_BINARY_VALUE_3002271,NAE06/FC-1.NAE6-T1-FEC57.DAT-SP RST by OAT or ZONE-T,CS Input (Boolean)
610,OBJECT_BINARY_VALUE_3002276,NAE06/FC-1.NAE6-T1-FEC57.Econ Available,CS Input (Boolean)
611,OBJECT_BINARY_VALUE_3002295,NAE06/FC-1.NAE6-T1-FEC44.DAT-SP RST by OAT or ZONE-T,CS Input (Boolean)
612,OBJECT_BINARY_VALUE_3002298,NAE06/FC-1.NAE6-T1-FEC44.Econ Available,CS Input (Boolean)
613,OBJECT_PROGRAM_3000614,NAE06/Programming.Htg Enable Floors 19-20,
614,OBJECT_PROGRAM_3000687,NAE06/Programming.Fresh Air Tracking 19-20,
615,OBJECT_SCHEDULE_3000589,NAE06/Schedule.CU-19-SCHED,
616,OBJECT_SCHEDULE_3000590,NAE06/Schedule.CU-20-SCHED,
617,OBJECT_SCHEDULE_3001211,NAE06/Schedule.CU 19 - 20 SET POINT,
618,OBJECT_MULTI_STATE_VALUE_3000049,NAE06/FC-1.NAE6-T1-FEC57.WC-C,WarmupCooldown
619,OBJECT_MULTI_STATE_VALUE_3000050,NAE06/FC-1.NAE6-T1-FEC57.OCC-SCHEDULE,Occupancy Schedule
620,OBJECT_MULTI_STATE_VALUE_3000056,NAE06/FC-1.NAE6-T1-FEC57.APP-MODE,Application Mode
621,OBJECT_MULTI_STATE_VALUE_3000058,NAE06/FC-1.NAE6-T1-FEC57.FIRE-A,CS Input (Enum)
622,OBJECT_MULTI_STATE_VALUE_3000064,NAE06/FC-1.NAE6-T1-FEC58.Z2-OCC-MODE,Occupancy Status Display
623,OBJECT_MULTI_STATE_VALUE_3000067,NAE06/FC-1.NAE6-T1-FEC58.Z1-OCC-MODE,Occupancy Status Display
624,OBJECT_MULTI_STATE_VALUE_3000069,NAE06/FC-1.NAE6-T1-FEC58.OCC-SCHEDULE,Occupancy Schedule
625,OBJECT_MULTI_STATE_VALUE_3000082,NAE06/FC-1.NAE6-T1-FEC59.Z2-OCC-MODE,Occupancy Status Display
626,OBJECT_MULTI_STATE_VALUE_3000085,NAE06/FC-1.NAE6-T1-FEC59.Z1-OCC-MODE,Occupancy Status Display
627,OBJECT_MULTI_STATE_VALUE_3000087,NAE06/FC-1.NAE6-T1-FEC59.OCC-SCHEDULE,Occupancy Schedule
628,OBJECT_MULTI_STATE_VALUE_3000100,NAE06/FC-1.NAE6-T1-FEC60.Z2-OCC-MODE,Occupancy Status Display
629,OBJECT_MULTI_STATE_VALUE_3000103,NAE06/FC-1.NAE6-T1-FEC60.Z1-OCC-MODE,Occupancy Status Display
630,OBJECT_MULTI_STATE_VALUE_3000105,NAE06/FC-1.NAE6-T1-FEC60.OCC-SCHEDULE,Occupancy Schedule
631,OBJECT_MULTI_STATE_VALUE_3000118,NAE06/FC-1.NAE6-T1-FEC61.Z2-OCC-MODE,Occupancy Status Display
632,OBJECT_MULTI_STATE_VALUE_3000121,NAE06/FC-1.NAE6-T1-FEC61.Z1-OCC-MODE,Occupancy Status Display
633,OBJECT_MULTI_STATE_VALUE_3000123,NAE06/FC-1.NAE6-T1-FEC61.OCC-SCHEDULE,Occupancy Schedule
634,OBJECT_MULTI_STATE_VALUE_3000136,NAE06/FC-1.NAE6-T1-FEC62.Z2-OCC-MODE,Occupancy Status Display
635,OBJECT_MULTI_STATE_VALUE_3000139,NAE06/FC-1.NAE6-T1-FEC62.Z1-OCC-MODE,Occupancy Status Display
636,OBJECT_MULTI_STATE_VALUE_3000141,NAE06/FC-1.NAE6-T1-FEC62.OCC-SCHEDULE,Occupancy Schedule
637,OBJECT_MULTI_STATE_VALUE_3000154,NAE06/FC-1.NAE6-T1-FEC63.Z2-OCC-MODE,Occupancy Status Display
638,OBJECT_MULTI_STATE_VALUE_3000157,NAE06/FC-1.NAE6-T1-FEC63.Z1-OCC-MODE,Occupancy Status Display
639,OBJECT_MULTI_STATE_VALUE_3000159,NAE06/FC-1.NAE6-T1-FEC63.OCC-SCHEDULE,Occupancy Schedule
640,OBJECT_MULTI_STATE_VALUE_3000172,NAE06/FC-1.NAE6-T1-FEC64.Z2-OCC-MODE,Occupancy Status Display
641,OBJECT_MULTI_STATE_VALUE_3000175,NAE06/FC-1.NAE6-T1-FEC64.Z1-OCC-MODE,Occupancy Status Display
642,OBJECT_MULTI_STATE_VALUE_3000177,NAE06/FC-1.NAE6-T1-FEC64.OCC-SCHEDULE,Occupancy Schedule
643,OBJECT_MULTI_STATE_VALUE_3000190,NAE06/FC-1.NAE6-T1-FEC65.Z2-OCC-MODE,Occupancy Status Display
644,OBJECT_MULTI_STATE_VALUE_3000193,NAE06/FC-1.NAE6-T1-FEC65.Z1-OCC-MODE,Occupancy Status Display
645,OBJECT_MULTI_STATE_VALUE_3000195,NAE06/FC-1.NAE6-T1-FEC65.OCC-SCHEDULE,Occupancy Schedule
646,OBJECT_MULTI_STATE_VALUE_3000208,NAE06/FC-1.NAE6-T1-FEC66.Z2-OCC-MODE,Occupancy Status Display
647,OBJECT_MULTI_STATE_VALUE_3000211,NAE06/FC-1.NAE6-T1-FEC66.Z1-OCC-MODE,Occupancy Status Display
